codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,estrias_externas,estrias_internas,estrias_lado_rueda,estrias_lado_caja,longitud_semieje,longitud_cardan,longitud_punta_eje,diametro_asiento,diametro_asiento_lado_rueda,diametro_jh,diametro_junta_homocinetica,diametro_jh_deslizante,altura_jh,altura_punta_eje,diametro_circunferencia_agujeros,rosca_agujeros,diametro_rodamiento,diametro_menor,abs,posicion_seguro,seguro,lado,peso,dimensiones
JHR-0044,Juntas Homocineticas Fijas,Renault,Megane,1997 - 2003,2,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 22 | ABS: 44T | Posición Seguro: Interno | Diámetro Asiento: 51 | Diámetro JH: 81.5 | Altura JH: 138.5 | Altura Punta de Eje: 83 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Interno | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_044_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0044/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,22,,,,,,51,,81.5,81.5,,138.5,83,,,,,44T,Interno,Interno,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0044,Juntas Homocineticas Fijas,Renault,Megane,1998 - 1999,1.6 8v,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 22 | ABS: 44T | Posición Seguro: Interno | Diámetro Asiento: 51 | Diámetro JH: 81.5 | Altura JH: 138.5 | Altura Punta de Eje: 83 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Interno | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_044_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0044/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,22,,,,,,51,,81.5,81.5,,138.5,83,,,,,44T,Interno,Interno,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0044,Juntas Homocineticas Fijas,Renault,Megane,1998 - 1999,1.9 TD,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 22 | ABS: 44T | Posición Seguro: Interno | Diámetro Asiento: 51 | Diámetro JH: 81.5 | Altura JH: 138.5 | Altura Punta de Eje: 83 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Interno | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_044_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0044/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,22,,,,,,51,,81.5,81.5,,138.5,83,,,,,44T,Interno,Interno,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0044,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 22 | ABS: 44T | Posición Seguro: Interno | Diámetro Asiento: 51 | Diámetro JH: 81.5 | Altura JH: 138.5 | Altura Punta de Eje: 83 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Interno | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_044_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0044/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,22,,,,,,51,,81.5,81.5,,138.5,83,,,,,44T,Interno,Interno,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0045,Juntas Homocineticas Fijas,Renault,Laguna,1994 - 1999,2,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_045_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0045/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0045,Juntas Homocineticas Fijas,Renault,Laguna,1998 - 2002,1.9 dTi,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_045_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0045/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0045,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_045_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0045/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0046,Juntas Homocineticas Fijas,Renault,Laguna,1994 - 1999,2,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_046_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0046/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0046,Juntas Homocineticas Fijas,Renault,Laguna,1998 - 2002,1.9 dTi,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_046_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0046/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0046,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_046_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0046/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0047,Juntas Homocineticas Fijas,Renault,Laguna,1994 - 1999,2,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,5 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_047_01-4.jpg,https://www.dauer.com.ar/producto/jhr-0047/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","10,5 × 10,5 × 17,5 cm"
JHR-0047,Juntas Homocineticas Fijas,Renault,Laguna,1998 - 2002,1.9 dTi,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,5 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_047_01-4.jpg,https://www.dauer.com.ar/producto/jhr-0047/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","10,5 × 10,5 × 17,5 cm"
JHR-0047,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,5 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_047_01-4.jpg,https://www.dauer.com.ar/producto/jhr-0047/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","10,5 × 10,5 × 17,5 cm"
JHR-0048,Juntas Homocineticas Fijas,Renault,Laguna,1998 - 2002,2.9 V6,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 29 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 57.5 | Diámetro JH: 84.5 | Altura JH: 146 | Altura Punta de Eje: 84 | Peso: 2,1 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 84.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_048_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0048/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,29,,,,,,57.5,,84.5,84.5,,146,84,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,1 kg","10,5 × 10,5 × 17,5 cm"
JHR-0048,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 29 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 57.5 | Diámetro JH: 84.5 | Altura JH: 146 | Altura Punta de Eje: 84 | Peso: 2,1 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 84.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_048_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0048/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,29,,,,,,57.5,,84.5,84.5,,146,84,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,1 kg","10,5 × 10,5 × 17,5 cm"
JHR-0049,Juntas Homocineticas Fijas,Renault,Kangoo,1999 - 2009,1.9 D,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_049_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0049/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0049,Juntas Homocineticas Fijas,Renault,Laguna,1994 - 1999,2,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_049_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0049/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0049,Juntas Homocineticas Fijas,Renault,Laguna,1998 - 2002,1.9 dTi,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_049_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0049/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0049,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 25 | ABS: 44T | Posición Seguro: Externo | Diámetro Asiento: 56.5 | Diámetro JH: 90 | Altura JH: 138 | Altura Punta de Eje: 80 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 90",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_049_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0049/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,25,,,,,,56.5,,90,90,,138,80,,,,,44T,Externo,Externo,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0050,Juntas Homocineticas Fijas,Renault,Megane,1997 - 2003,2,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 22 | ABS: 26T | Posición Seguro: Externo | Diámetro Asiento: 51 | Diámetro JH: 81.5 | Altura JH: 138.5 | Altura Punta de Eje: 83 | Peso: 1,9 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Interno | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_050_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0050/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,22,,,,,,51,,81.5,81.5,,138.5,83,,,,,26T,Externo,Interno,Derecho/Izquierdo,"1,9 kg","10,5 × 10,5 × 17,5 cm"
JHR-0050,Juntas Homocineticas Fijas,Renault,Megane,1998 - 1999,1.6 8v,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 22 | ABS: 26T | Posición Seguro: Externo | Diámetro Asiento: 51 | Diámetro JH: 81.5 | Altura JH: 138.5 | Altura Punta de Eje: 83 | Peso: 1,9 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Interno | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_050_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0050/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,22,,,,,,51,,81.5,81.5,,138.5,83,,,,,26T,Externo,Interno,Derecho/Izquierdo,"1,9 kg","10,5 × 10,5 × 17,5 cm"
JHR-0050,Juntas Homocineticas Fijas,Renault,Megane,1998 - 1999,1.9 TD,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 22 | ABS: 26T | Posición Seguro: Externo | Diámetro Asiento: 51 | Diámetro JH: 81.5 | Altura JH: 138.5 | Altura Punta de Eje: 83 | Peso: 1,9 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Interno | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_050_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0050/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,22,,,,,,51,,81.5,81.5,,138.5,83,,,,,26T,Externo,Interno,Derecho/Izquierdo,"1,9 kg","10,5 × 10,5 × 17,5 cm"
JHR-0050,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 22 | ABS: 26T | Posición Seguro: Externo | Diámetro Asiento: 51 | Diámetro JH: 81.5 | Altura JH: 138.5 | Altura Punta de Eje: 83 | Peso: 1,9 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Interno | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_050_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0050/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,22,,,,,,51,,81.5,81.5,,138.5,83,,,,,26T,Externo,Interno,Derecho/Izquierdo,"1,9 kg","10,5 × 10,5 × 17,5 cm"
JHR-0051,Juntas Homocineticas Fijas,Renault,Clio II,1999 - 2008,1.2 16v,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 26T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_051_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0051/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,26T,Medio,Medio,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0051,Juntas Homocineticas Fijas,Renault,Kangoo,1999 - 2007,1.6 8v,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 26T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_051_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0051/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,26T,Medio,Medio,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0051,Juntas Homocineticas Fijas,Renault,Kangoo,1999 - 2009,1.9 D,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 26T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_051_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0051/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,26T,Medio,Medio,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0051,Juntas Homocineticas Fijas,Renault,Kangoo,2001 - 2002,1.2,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 26T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_051_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0051/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,26T,Medio,Medio,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0051,Juntas Homocineticas Fijas,Renault,Twingo,1992 - 2000,1.2,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 26T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_051_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0051/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,26T,Medio,Medio,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0051,Juntas Homocineticas Fijas,Renault,Twingo,1997 - 2003,1.1,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 26T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_051_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0051/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,26T,Medio,Medio,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0051,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 26T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,4 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_051_01-1.jpg,https://www.dauer.com.ar/producto/jhr-0051/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,26T,Medio,Medio,Derecho/Izquierdo,"2,4 kg","10,5 × 10,5 × 17,5 cm"
JHR-0052,Juntas Homocineticas Fijas,Renault,Clio II,1999 - 2008,1.2 16v,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 44T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_052_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0052/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,44T,Medio,Medio,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0052,Juntas Homocineticas Fijas,Renault,Kangoo,1999 - 2007,1.6 8v,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 44T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_052_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0052/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,44T,Medio,Medio,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
JHR-0052,Juntas Homocineticas Fijas,Renault,Kangoo,1999 - 2009,1.9 D,,"Parámetro: Valor | Estrias Externas: 21 | Estrias Internas: 30 | ABS: 44T | Posición Seguro: Medio | Diámetro Asiento: 57 | Diámetro JH: 86 | Altura JH: 147 | Altura Punta de Eje: 85 | Peso: 2,2 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Medio | Diámetro Junta Homocinética: 86",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_052_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0052/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,21,30,,,,,,57,,86,86,,147,85,,,,,44T,Medio,Medio,Derecho/Izquierdo,"2,2 kg","10,5 × 10,5 × 17,5 cm"
